Experiment log
Epoch	ClsLoss	SrcAcc	TarAcc
Epoch:1.0	2.2558	0.4796	0.4767
Epoch:2.0	1.1168	0.6965	0.4742
Epoch:3.0	0.9693	0.7302	0.4855
Epoch:4.0	0.7233	0.7980	0.4830
Epoch:5.0	0.6533	0.8087	0.5157
Epoch:6.0	0.5724	0.8417	0.5119
Epoch:7.0	0.6511	0.8207	0.5233
Epoch:8.0	0.4558	0.8644	0.5082
Epoch:9.0	0.3935	0.8786	0.5069
Epoch:10.0	0.3539	0.8903	0.5019
Epoch:11.0	0.3077	0.9081	0.4981
Epoch:12.0	0.2712	0.9144	0.5258
Epoch:13.0	0.2574	0.9162	0.5371
Epoch:14.0	0.2356	0.9226	0.5170
Epoch:15.0	0.2248	0.9311	0.5384
Epoch:16.0	0.2001	0.9400	0.5371
Epoch:17.0	0.1712	0.9471	0.5396
Epoch:18.0	0.1558	0.9507	0.5384
Epoch:19.0	0.1585	0.9574	0.5195
Epoch:20.0	0.1539	0.9531	0.5270
Epoch:21.0	0.1501	0.9535	0.5031
Epoch:22.0	0.1366	0.9617	0.5006
Epoch:23.0	0.3406	0.9077	0.5296
Epoch:24.0	0.1707	0.9446	0.5208
Epoch:25.0	0.1523	0.9514	0.5509
Epoch:26.0	0.1676	0.9595	0.5447
Epoch:27.0	0.4513	0.9098	0.5082
Epoch:28.0	0.1613	0.9542	0.5321
Epoch:29.0	0.1530	0.9588	0.5384
Epoch:30.0	0.1341	0.9606	0.5660
Epoch:31.0	0.1055	0.9681	0.5535
Epoch:32.0	0.1110	0.9688	0.5535
Epoch:33.0	0.1002	0.9677	0.5648
Epoch:34.0	0.1012	0.9677	0.5459
Epoch:35.0	0.0841	0.9730	0.5333
Epoch:36.0	0.0821	0.9720	0.5396
Epoch:37.0	0.1068	0.9681	0.5497
Epoch:38.0	0.1608	0.9595	0.5409
Epoch:39.0	0.1098	0.9659	0.5409
Epoch:40.0	0.0846	0.9776	0.5421
Epoch:41.0	0.0866	0.9716	0.5723
Epoch:42.0	0.1334	0.9716	0.5686
Epoch:43.0	0.1601	0.9556	0.5522
Epoch:44.0	0.0902	0.9712	0.5572
Epoch:45.0	0.0868	0.9730	0.5635
Epoch:46.0	0.0738	0.9744	0.5623
Epoch:47.0	0.0865	0.9752	0.5547
Epoch:48.0	0.0889	0.9720	0.5535
Epoch:49.0	0.0760	0.9744	0.5560
Epoch:50.0	0.0835	0.9737	0.5560
Epoch:51.0	0.0770	0.9748	0.5660
Epoch:52.0	0.0630	0.9815	0.5635
Epoch:53.0	0.0620	0.9805	0.5421
Epoch:54.0	0.0733	0.9812	0.5421
Epoch:55.0	0.0711	0.9769	0.5421
Epoch:56.0	0.0623	0.9783	0.5371
Epoch:57.0	0.0603	0.9815	0.5384
Epoch:58.0	0.0467	0.9858	0.5899
Epoch:59.0	0.0583	0.9798	0.5509
Epoch:60.0	0.0618	0.9823	0.5811
Epoch:61.0	0.0419	0.9854	0.5572
Epoch:62.0	0.0547	0.9812	0.5409
Epoch:63.0	0.0457	0.9865	0.5409
Epoch:64.0	0.0474	0.9837	0.5660
Epoch:65.0	0.0637	0.9805	0.5686
Epoch:66.0	0.0641	0.9791	0.5459
Epoch:67.0	0.0497	0.9823	0.5484
Epoch:68.0	0.0472	0.9883	0.5660
Epoch:69.0	0.0419	0.9865	0.5472
Epoch:70.0	0.0505	0.9862	0.5522
Epoch:71.0	0.0453	0.9854	0.5547
Epoch:72.0	0.0434	0.9869	0.5736
Epoch:73.0	0.0479	0.9883	0.5535
Epoch:74.0	0.0536	0.9858	0.5585
Epoch:75.0	0.0417	0.9865	0.5421
Epoch:76.0	0.0396	0.9872	0.5723
Epoch:77.0	0.0547	0.9819	0.5434
Epoch:78.0	0.0444	0.9872	0.5434
Epoch:79.0	0.0402	0.9869	0.5535
Epoch:80.0	0.0366	0.9883	0.5447
