Experiment log
Epoch	ClsLoss	SrcAcc	TarAcc
Epoch:1.0	3.3446	0.2691	0.3409
Epoch:2.0	1.5917	0.5627	0.3962
Epoch:3.0	1.2954	0.6496	0.4591
Epoch:4.0	1.1086	0.7011	0.4692
Epoch:5.0	1.0799	0.7000	0.4943
Epoch:6.0	0.9744	0.7281	0.4830
Epoch:7.0	0.8586	0.7568	0.5195
Epoch:8.0	0.8081	0.7703	0.5031
Epoch:9.0	0.7675	0.7845	0.4918
Epoch:10.0	0.7145	0.7849	0.5119
Epoch:11.0	0.6526	0.8080	0.5157
Epoch:12.0	0.6560	0.8179	0.5019
Epoch:13.0	0.6497	0.8115	0.5258
Epoch:14.0	0.5996	0.8271	0.5069
Epoch:15.0	0.5766	0.8349	0.5258
Epoch:16.0	0.5688	0.8342	0.5044
Epoch:17.0	0.5387	0.8445	0.5119
Epoch:18.0	0.5098	0.8463	0.5333
Epoch:19.0	0.4596	0.8665	0.5233
Epoch:20.0	0.4621	0.8623	0.5208
Epoch:21.0	0.4589	0.8640	0.5132
Epoch:22.0	0.3885	0.8846	0.5258
Epoch:23.0	0.3946	0.8768	0.5409
Epoch:24.0	0.3832	0.8832	0.5296
Epoch:25.0	0.3787	0.8871	0.5660
Epoch:26.0	0.3601	0.8875	0.5421
Epoch:27.0	0.3413	0.8914	0.5145
Epoch:28.0	0.3211	0.9063	0.5195
Epoch:29.0	0.3148	0.9034	0.5358
Epoch:30.0	0.3345	0.8896	0.5233
Epoch:31.0	0.3173	0.9034	0.5384
Epoch:32.0	0.3089	0.9027	0.5610
Epoch:33.0	0.2886	0.9091	0.5560
Epoch:34.0	0.2931	0.9042	0.5497
Epoch:35.0	0.3647	0.9208	0.5509
Epoch:36.0	0.3366	0.8914	0.5484
Epoch:37.0	0.2745	0.9098	0.5346
Epoch:38.0	0.2949	0.9194	0.5497
Epoch:39.0	0.4325	0.8875	0.5182
Epoch:40.0	0.2554	0.9201	0.5220
Epoch:41.0	0.2404	0.9290	0.5308
Epoch:42.0	0.2691	0.9315	0.5434
Epoch:43.0	0.2680	0.9113	0.5358
Epoch:44.0	0.2111	0.9329	0.5472
Epoch:45.0	0.2251	0.9347	0.5447
Epoch:46.0	0.2281	0.9247	0.5484
Epoch:47.0	0.2022	0.9354	0.5459
Epoch:48.0	0.1956	0.9326	0.5409
Epoch:49.0	0.2053	0.9389	0.5509
Epoch:50.0	0.1792	0.9450	0.5421
Epoch:51.0	0.1748	0.9471	0.5535
Epoch:52.0	0.1907	0.9457	0.5321
Epoch:53.0	0.1719	0.9496	0.5321
Epoch:54.0	0.1842	0.9397	0.5283
Epoch:55.0	0.1586	0.9514	0.5509
Epoch:56.0	0.1605	0.9475	0.5434
Epoch:57.0	0.2043	0.9460	0.5333
Epoch:58.0	0.2208	0.9230	0.5547
Epoch:59.0	0.1647	0.9464	0.5296
Epoch:60.0	0.1732	0.9421	0.5535
Epoch:61.0	0.1593	0.9517	0.5396
Epoch:62.0	0.1687	0.9489	0.5371
Epoch:63.0	0.1352	0.9627	0.5371
Epoch:64.0	0.1462	0.9521	0.5686
Epoch:65.0	0.1626	0.9514	0.5623
Epoch:66.0	0.1554	0.9528	0.5346
Epoch:67.0	0.1350	0.9588	0.5648
Epoch:68.0	0.1396	0.9574	0.5623
Epoch:69.0	0.1270	0.9567	0.5484
Epoch:70.0	0.1463	0.9549	0.5434
Epoch:71.0	0.1272	0.9631	0.5409
Epoch:72.0	0.1389	0.9546	0.5509
Epoch:73.0	0.1421	0.9539	0.5220
Epoch:74.0	0.1394	0.9563	0.5384
Epoch:75.0	0.1230	0.9599	0.5472
Epoch:76.0	0.1226	0.9652	0.5648
Epoch:77.0	0.1223	0.9570	0.5157
Epoch:78.0	0.1151	0.9673	0.5421
Epoch:79.0	0.1057	0.9698	0.5472
Epoch:80.0	0.1152	0.9649	0.5535
Epoch:81.0	0.1175	0.9631	0.5509
Epoch:82.0	0.1059	0.9663	0.5472
Epoch:83.0	0.1162	0.9641	0.5270
Epoch:84.0	0.0985	0.9659	0.5497
Epoch:85.0	0.1208	0.9649	0.5535
Epoch:86.0	0.1028	0.9681	0.5585
Epoch:87.0	0.1049	0.9645	0.5484
Epoch:88.0	0.1071	0.9645	0.5333
Epoch:89.0	0.1208	0.9645	0.5660
Epoch:90.0	0.0945	0.9727	0.5484
Epoch:91.0	0.1160	0.9645	0.5421
Epoch:92.0	0.1117	0.9666	0.5459
Epoch:93.0	0.0873	0.9712	0.5635
Epoch:94.0	0.1005	0.9666	0.5535
Epoch:95.0	0.0873	0.9734	0.5585
Epoch:96.0	0.1032	0.9684	0.5447
Epoch:97.0	0.0974	0.9663	0.5547
Epoch:98.0	0.0969	0.9720	0.5509
Epoch:99.0	0.1110	0.9641	0.5333
Epoch:100.0	0.0981	0.9723	0.5572
Epoch:101.0	0.0839	0.9744	0.5686
Epoch:102.0	0.0920	0.9720	0.5635
Epoch:103.0	0.0866	0.9752	0.5535
Epoch:104.0	0.0863	0.9730	0.5572
Epoch:105.0	0.0938	0.9695	0.5786
Epoch:106.0	0.0836	0.9712	0.5623
Epoch:107.0	0.0794	0.9741	0.5660
