Experiment log
Epoch	ClsLoss	SrcAcc	TarAcc
Epoch:1.0	2.1992	0.4725	0.4704
Epoch:2.0	1.0942	0.7078	0.4906
Epoch:3.0	0.8735	0.7522	0.4893
Epoch:4.0	0.7621	0.7852	0.5145
Epoch:5.0	0.6497	0.8104	0.5195
Epoch:6.0	0.5687	0.8285	0.5208
Epoch:7.0	0.4895	0.8506	0.5094
Epoch:8.0	0.4432	0.8608	0.5258
Epoch:9.0	0.4123	0.8814	0.5308
Epoch:10.0	0.3581	0.8949	0.5283
Epoch:11.0	0.3181	0.9020	0.4931
Epoch:12.0	0.2936	0.9123	0.5396
Epoch:13.0	0.3091	0.9073	0.5358
Epoch:14.0	0.2627	0.9187	0.5157
Epoch:15.0	0.2521	0.9219	0.5472
Epoch:16.0	0.2584	0.9191	0.5182
Epoch:17.0	0.2294	0.9322	0.5057
Epoch:18.0	0.2194	0.9276	0.5233
Epoch:19.0	0.1880	0.9393	0.5245
Epoch:20.0	0.1923	0.9397	0.5170
Epoch:21.0	0.1794	0.9482	0.5384
Epoch:22.0	0.1708	0.9499	0.5132
Epoch:23.0	0.1766	0.9397	0.5459
Epoch:24.0	0.1684	0.9503	0.5283
Epoch:25.0	0.1445	0.9539	0.5296
Epoch:26.0	0.1460	0.9563	0.5472
Epoch:27.0	0.1250	0.9617	0.5245
Epoch:28.0	0.1299	0.9617	0.5057
Epoch:29.0	0.1370	0.9542	0.5610
Epoch:30.0	0.1217	0.9627	0.5447
Epoch:31.0	0.1346	0.9588	0.5371
Epoch:32.0	0.1097	0.9656	0.5522
Epoch:33.0	0.1204	0.9631	0.5384
Epoch:34.0	0.1177	0.9659	0.5472
Epoch:35.0	0.1116	0.9652	0.5333
Epoch:36.0	0.1241	0.9595	0.5572
Epoch:37.0	0.1040	0.9666	0.5698
Epoch:38.0	0.0991	0.9737	0.5535
Epoch:39.0	0.1215	0.9645	0.5434
Epoch:40.0	0.0997	0.9670	0.5321
Epoch:41.0	0.0998	0.9698	0.5346
Epoch:42.0	0.0992	0.9684	0.5522
Epoch:43.0	0.1012	0.9695	0.5333
Epoch:44.0	0.1007	0.9716	0.5421
Epoch:45.0	0.0931	0.9705	0.5623
Epoch:46.0	0.0790	0.9755	0.5358
Epoch:47.0	0.0838	0.9720	0.5321
Epoch:48.0	0.0791	0.9759	0.5296
Epoch:49.0	0.0862	0.9709	0.5333
Epoch:50.0	0.0855	0.9766	0.5535
Epoch:51.0	0.0746	0.9759	0.5384
Epoch:52.0	0.0766	0.9723	0.5673
Epoch:53.0	0.0745	0.9780	0.5346
Epoch:54.0	0.0861	0.9712	0.5396
Epoch:55.0	0.0635	0.9798	0.5421
Epoch:56.0	0.0774	0.9744	0.5535
Epoch:57.0	0.0792	0.9752	0.5396
Epoch:58.0	0.0772	0.9776	0.5673
Epoch:59.0	0.0841	0.9734	0.5635
Epoch:60.0	0.0658	0.9791	0.5434
Epoch:61.0	0.0684	0.9801	0.5358
Epoch:62.0	0.0821	0.9734	0.5384
Epoch:63.0	0.0660	0.9798	0.5384
Epoch:64.0	0.0701	0.9780	0.5484
Epoch:65.0	0.0716	0.9783	0.5610
Epoch:66.0	0.0686	0.9798	0.5484
Epoch:67.0	0.0735	0.9744	0.5585
Epoch:68.0	0.0638	0.9815	0.5535
Epoch:69.0	0.0727	0.9759	0.5472
Epoch:70.0	0.0628	0.9812	0.5384
Epoch:71.0	0.0622	0.9794	0.5497
Epoch:72.0	0.0556	0.9815	0.5396
Epoch:73.0	0.0591	0.9823	0.5321
Epoch:74.0	0.0657	0.9823	0.5660
Epoch:75.0	0.0614	0.9823	0.5409
Epoch:76.0	0.0544	0.9823	0.5560
Epoch:77.0	0.0591	0.9812	0.5421
Epoch:78.0	0.0569	0.9815	0.5698
Epoch:79.0	0.0510	0.9826	0.5585
Epoch:80.0	0.0563	0.9823	0.5497
Epoch:81.0	0.0563	0.9830	0.5648
Epoch:82.0	0.0594	0.9783	0.5748
Epoch:83.0	0.0667	0.9787	0.5522
Epoch:84.0	0.0660	0.9773	0.5522
Epoch:85.0	0.0595	0.9823	0.5585
Epoch:86.0	0.0474	0.9854	0.5434
Epoch:87.0	0.0525	0.9812	0.5535
Epoch:88.0	0.0465	0.9858	0.5748
Epoch:89.0	0.0563	0.9833	0.5648
Epoch:90.0	0.0489	0.9851	0.5811
Epoch:91.0	0.0527	0.9858	0.5497
Epoch:92.0	0.0651	0.9794	0.5711
Epoch:93.0	0.0423	0.9862	0.5623
Epoch:94.0	0.0431	0.9879	0.5610
Epoch:95.0	0.0500	0.9858	0.5484
Epoch:96.0	0.0533	0.9844	0.5572
Epoch:97.0	0.0466	0.9830	0.5849
Epoch:98.0	0.0436	0.9854	0.5547
Epoch:99.0	0.0569	0.9826	0.5509
Epoch:100.0	0.0497	0.9858	0.5711
Epoch:101.0	0.0389	0.9894	0.5560
Epoch:102.0	0.0449	0.9872	0.5623
Epoch:103.0	0.0416	0.9872	0.5686
Epoch:104.0	0.0441	0.9869	0.5572
Epoch:105.0	0.0389	0.9879	0.5535
Epoch:106.0	0.0471	0.9890	0.5648
Epoch:107.0	0.0480	0.9847	0.5535
Epoch:108.0	0.0494	0.9823	0.5597
Epoch:109.0	0.0463	0.9844	0.5673
Epoch:110.0	0.0482	0.9851	0.5597
Epoch:111.0	0.0385	0.9879	0.5484
Epoch:112.0	0.0430	0.9886	0.5447
Epoch:113.0	0.0456	0.9862	0.5472
Epoch:114.0	0.0419	0.9876	0.5484
Epoch:115.0	0.0386	0.9869	0.5635
Epoch:116.0	0.0386	0.9890	0.5686
Epoch:117.0	0.0499	0.9851	0.5811
Epoch:118.0	0.0406	0.9865	0.5623
Epoch:119.0	0.0585	0.9830	0.5736
Epoch:120.0	0.0356	0.9901	0.5371
